State,CMS Certification Number (CCN),Provider Name,City/Town,ZIP Code,Telephone Number,Type of Ownership,Offers Nursing Care Services,Offers Physical Therapy Services,Offers Occupational Therapy Services,Offers Speech Pathology Services,Offers Medical Social Services,Offers Home Health Aide Services,Certification Date,Quality of patient care star rating,How often the home health team began their patients' care in a timely manner,How often the home health team determined whether patients received a flu shot for the current flu season,How often patients got better at walking or moving around,How often patients got better at getting in and out of bed,How often patients got better at bathing,How often patients' breathing improved,How often patients got better at taking their drugs correctly by mouth,How often home health patients had to be admitted to the hospital,"How often patients receiving home health care needed urgent, unplanned care in the ER without being admitted",Changes in skin integrity post-acute care: pressure ulcer/injury,How often physician-recommended actions to address medication issues were completely timely,Percent of Residents Experiencing One or More Falls with Major Injury,Application of Percent of Long Term Care Hospital Patients with an Admission and Discharge Functional Assessment and a Care Plan that Addresses Function,DTC Numerator,DTC Denominator,DTC Observed Rate,DTC Risk-Standardized Rate,DTC Risk-Standardized Rate (Lower Limit),DTC Risk-Standardized Rate (Upper Limit),DTC Performance Categorization,PPR Numerator,PPR Denominator,PPR Observed Rate,PPR Risk-Standardized Rate,PPR Risk-Standardized Rate (Lower Limit),PPR Risk-Standardized Rate (Upper Limit),PPR Performance Categorization,PPH Numerator,PPH Denominator,PPH Observed Rate,PPH Risk-Standardized Rate,PPH Risk-Standardized Rate (Lower Limit),PPH Risk-Standardized Rate (Upper Limit),PPH Performance Categorization,"How much Medicare spends on an episode of care at this agency, compared to Medicare spending across all agencies nationally","No. of episodes to calc how much Medicare spends per episode of care at agency, compared to spending at all agencies (national)"
20,197210,3000,1114,71203,3183248632.0,3,1.0,1.0,1.0,1.0,1.0,1.0,858376800.0,3.5,98.9,74.1,89.6,78.2,87.0,87.2,81.7,17.9,11.5,0.4,99.2,1.4,100.0,707.0,897.0,78.82,83.42,80.6,86.21,2.0,19.0,305.0,6.23,4.79,3.52,6.35,1.0,68.0,498.0,13.65,13.42,11.03,16.18,0.0,1.16,1837.0
20,197211,3001,1104,71055,3183774663.0,3,1.0,1.0,1.0,0.0,0.0,1.0,857944800.0,3.0,98.6,67.8,81.4,80.7,83.6,83.9,81.0,13.5,8.1,0.0,98.2,2.1,99.6,166.0,250.0,66.4,68.78,63.65,74.0,0.0,1.0,85.0,1.18,3.66,2.38,5.42,1.0,13.0,140.0,9.29,10.83,7.47,15.8,1.0,0.96,743.0
20,197215,15,1127,70360,9852234321.0,3,1.0,1.0,1.0,1.0,1.0,1.0,869950800.0,3.5,100.0,58.8,81.8,84.0,86.4,86.2,85.4,11.3,15.2,0.9,89.9,1.8,99.6,159.0,237.0,67.09,72.8,66.57,78.71,1.0,0.0,64.0,0.0,3.55,2.5,5.13,1.0,12.0,128.0,9.38,9.33,6.25,14.02,1.0,0.85,1239.0
20,197222,1678,1132,71270,3183225461.0,3,1.0,1.0,1.0,1.0,1.0,1.0,895438800.0,3.5,99.3,49.5,85.8,88.2,89.8,86.6,87.9,13.6,12.4,0.0,81.4,0.3,99.7,111.0,165.0,67.27,70.16,63.07,77.08,1.0,2.0,42.0,4.76,3.97,2.75,5.55,1.0,11.0,90.0,12.22,12.2,7.77,18.43,1.0,1.0,618.0
20,197226,1678,1137,71111,3187424026.0,5,1.0,1.0,1.0,1.0,1.0,1.0,905115600.0,4.5,99.5,92.2,93.9,93.6,92.1,90.0,91.9,15.2,9.2,0.0,99.1,0.4,99.5,395.0,628.0,62.9,69.15,65.15,72.86,0.0,9.0,189.0,4.76,4.3,3.03,5.91,1.0,68.0,390.0,17.44,15.67,12.78,19.11,0.0,1.0,2677.0
20,197231,3002,1136,70122,5049497177.0,3,1.0,1.0,1.0,1.0,0.0,1.0,910821600.0,3.399797,95.42778,72.95275,81.635025,83.341354,84.2992,82.72554,78.873535,14.116367,12.275072,0.35948724,94.06482,1.0173854,98.26478,622.7568,810.90906,74.34519,79.75708,74.73968,84.16366,2.0,14.473162393162394,372.3617,3.9414222,3.9122329,2.8095078,5.4242687,1.0,42.839214,423.3711,10.510057,10.254557,7.4087863,14.128526,1.0,0.9919604,1306.9629
20,197232,1678,1126,70816,2259281666.0,3,1.0,1.0,1.0,1.0,1.0,1.0,910389600.0,4.5,99.6,78.0,91.8,89.0,92.7,89.5,89.9,13.2,19.1,0.3,92.7,1.1,99.1,204.0,297.0,68.69,76.4,70.63,81.5,1.0,4.0,103.0,3.88,3.84,2.63,5.41,1.0,26.0,200.0,13.0,11.9,9.0,16.05,1.0,1.05,780.0
20,197240,3003,1138,70053,5043629207.0,3,1.0,1.0,1.0,1.0,1.0,1.0,919548000.0,3.399797,83.3,72.95275,73.3,95.8,90.2,82.72554,78.873535,14.116367,12.275072,0.0,73.3,0.0,100.0,622.7568,810.90906,74.34519,79.75708,74.73968,84.16366,2.0,14.473162393162394,372.3617,3.9414222,3.9122329,2.8095078,5.4242687,1.0,42.839214,423.3711,10.510057,10.254557,7.4087863,14.128526,1.0,0.9919604,1306.9629
20,197242,16,1108,71106,3188658865.0,3,1.0,1.0,1.0,1.0,1.0,0.0,924728400.0,4.5,99.9,75.8,91.7,92.4,96.5,94.3,88.4,14.4,11.7,0.0,98.3,0.7,99.4,681.0,982.0,69.35,74.67,71.61,77.46,1.0,14.0,360.0,3.89,3.87,2.87,5.22,1.0,102.0,594.0,17.17,15.78,13.4,18.39,0.0,1.0,1607.0
20,197244,3004,1139,70068,9856538117.0,1,1.0,1.0,1.0,1.0,1.0,1.0,923864400.0,5.0,100.0,69.9,94.5,98.4,95.4,92.9,90.4,15.5,18.3,0.0,95.8,0.7,99.9,220.0,263.0,83.65,91.89,86.53,95.69,2.0,5.0,134.0,3.73,3.73,2.63,5.14,1.0,13.0,157.0,8.28,8.19,5.67,11.32,1.0,0.94,406.0
20,197247,3005,1108,71105,3187476180.0,3,1.0,1.0,1.0,1.0,0.0,1.0,926888400.0,3.5,100.0,96.3,84.2,81.5,86.6,84.2,85.3,17.2,12.4,1.0,99.2,1.6,100.0,92.0,131.0,70.23,76.71,69.01,84.13,1.0,2.0,37.0,5.41,4.01,2.83,5.79,1.0,11.0,87.0,12.64,11.25,7.23,16.69,1.0,1.09,396.0
20,197252,1678,1119,71295,3184354366.0,3,1.0,1.0,1.0,1.0,1.0,1.0,936565200.0,4.0,99.8,57.1,88.3,87.9,92.7,87.2,82.3,12.9,13.6,0.5,97.2,0.6,100.0,162.0,251.0,64.54,70.83,64.97,76.74,1.0,3.0,76.0,3.95,3.94,2.65,5.51,1.0,32.0,160.0,20.0,16.15,12.3,21.73,0.0,1.19,822.0
20,197253,15,1112,71291,3188050106.0,3,1.0,1.0,1.0,1.0,1.0,1.0,938638800.0,4.0,99.8,59.6,89.0,85.1,89.7,85.6,83.6,11.3,14.3,0.0,96.2,1.9,99.4,261.0,420.0,62.14,67.87,63.0,71.98,0.0,3.0,138.0,2.17,3.58,2.57,5.16,1.0,46.0,217.0,21.2,17.65,13.92,22.77,0.0,1.04,1775.0
20,197258,3006,1126,70818,2252741444.0,3,1.0,1.0,1.0,1.0,1.0,1.0,943653600.0,2.5,91.4,44.5,81.8,78.8,83.7,80.3,85.1,19.1,12.8,0.0,97.5,1.3,99.4,159.0,236.0,67.37,67.76,61.37,73.7,0.0,0.0,70.0,0.0,3.63,2.48,5.35,1.0,22.0,110.0,20.0,21.06,14.22,30.15,0.0,0.96,648.0
20,197259,3007,5,71040,3189279119.0,7,1.0,1.0,1.0,1.0,1.0,1.0,946850400.0,2.5,90.5,84.6,86.6,74.1,79.5,84.7,67.3,18.3,11.2,0.0,96.8,4.8,100.0,123.0,174.0,70.69,71.75,64.58,77.71,1.0,2.0,60.0,3.33,3.92,2.68,5.76,1.0,21.0,95.0,22.11,21.0,13.14,30.76,0.0,1.02,370.0
20,197260,1678,1140,70446,3372394779.0,3,1.0,1.0,1.0,1.0,1.0,1.0,948319200.0,4.5,100.0,64.8,92.2,90.9,92.5,89.0,88.6,12.8,17.9,0.0,98.2,0.6,99.2,228.0,431.0,52.9,60.21,55.32,65.17,0.0,4.0,132.0,3.03,3.62,2.63,5.2,1.0,50.0,223.0,22.42,17.07,13.57,21.2,0.0,1.14,1627.0
20,197263,16,408,70503,3379896913.0,3,1.0,1.0,1.0,1.0,1.0,1.0,949701600.0,4.5,99.9,82.9,88.3,88.8,90.4,92.9,83.8,15.0,13.3,0.2,97.7,0.8,98.8,1098.0,1446.0,75.93,82.13,79.88,84.42,2.0,20.0,575.0,3.48,3.86,2.93,5.0,1.0,96.0,794.0,12.09,11.94,10.06,13.79,0.0,1.03,2750.0
20,197272,3008,1102,70403,9855422010.0,3,1.0,1.0,1.0,1.0,1.0,1.0,956955600.0,4.0,98.5,87.9,88.7,89.0,93.3,81.8,89.8,15.4,11.0,0.0,96.9,1.8,99.1,109.0,154.0,70.78,76.0,69.16,82.84,1.0,1.0,38.0,2.63,3.85,2.59,5.56,1.0,10.0,79.0,12.66,10.31,6.85,15.05,1.0,1.05,410.0
20,197274,3009,1103,70526,3377830000.0,3,1.0,1.0,1.0,1.0,1.0,1.0,961362000.0,4.0,100.0,94.2,91.1,86.4,85.8,85.4,85.0,14.8,10.1,0.0,100.0,1.6,99.8,436.0,504.0,86.51,94.18,90.24,97.09,2.0,6.0,233.0,2.58,3.59,2.58,4.94,1.0,23.0,268.0,8.58,8.93,6.41,12.16,1.0,1.02,835.0
20,197276,1678,1114,71201,3183400221.0,3,1.0,1.0,1.0,1.0,1.0,1.0,963003600.0,4.0,99.9,47.8,88.5,89.7,90.1,86.5,87.7,16.1,13.6,0.1,83.9,1.0,99.2,464.0,632.0,73.42,77.03,73.74,80.01,1.0,7.0,159.0,4.4,4.12,2.99,5.72,1.0,52.0,402.0,12.94,13.21,10.49,16.23,0.0,1.02,1881.0
20,197278,3010,1134,70001,5048281551.0,1,1.0,1.0,1.0,1.0,1.0,1.0,962917200.0,3.5,100.0,86.9,75.8,77.3,80.6,78.9,75.6,7.8,13.1,1.6,100.0,1.1,100.0,152.0,215.0,70.7,74.43,67.67,80.23,1.0,3.0,69.0,4.35,3.97,2.64,5.68,1.0,16.0,98.0,16.33,13.91,9.54,19.58,1.0,0.99,556.0
20,197295,3011,1141,71259,3182482797.0,3,1.0,1.0,1.0,1.0,0.0,1.0,980978400.0,3.0,92.8,56.8,90.8,90.5,85.5,72.8,77.1,14.4,8.6,0.0,74.8,2.9,100.0,39.0,74.0,52.7,58.12,46.6,67.04,0.0,2.0,22.0,9.09,4.14,2.81,6.06,1.0,8.0,54.0,14.81,12.14,7.3,18.51,1.0,1.12,749.0
20,197296,3012,1112,71291,3183732273.0,3,1.0,1.0,1.0,1.0,1.0,1.0,982879200.0,4.0,99.5,81.3,82.9,95.2,88.3,81.4,87.7,14.4,11.0,0.0,98.4,1.1,100.0,79.0,147.0,53.74,60.12,50.7,67.54,0.0,2.0,35.0,5.71,3.98,2.78,5.96,1.0,15.0,81.0,18.52,13.78,9.0,19.29,1.0,1.16,834.0
20,197297,3013,408,70508,3372669996.0,3,1.0,1.0,1.0,1.0,1.0,1.0,984348000.0,4.5,100.0,95.3,91.6,88.9,91.9,90.1,88.4,15.3,11.8,0.4,99.8,0.7,100.0,1017.0,1293.0,78.65,82.82,80.44,84.92,2.0,6.0,466.0,1.29,3.02,2.19,4.11,1.0,108.0,743.0,14.54,15.16,12.73,17.71,0.0,1.03,4304.0
20,197312,3014,1127,70360,9858726666.0,3,1.0,1.0,1.0,1.0,1.0,1.0,643150800.0,3.5,99.9,87.7,84.9,86.1,86.6,86.9,82.5,16.6,17.4,0.5,98.2,0.3,99.7,181.0,291.0,62.2,71.77,65.85,77.59,1.0,2.0,105.0,1.9,3.5,2.48,4.89,1.0,25.0,143.0,17.48,13.99,10.49,18.71,0.0,0.94,657.0
20,197315,15,1106,70546,3376163077.0,3,1.0,1.0,1.0,1.0,1.0,0.0,748904400.0,4.5,98.7,86.1,91.5,89.7,91.6,92.1,88.6,12.6,16.0,0.0,98.1,1.5,100.0,313.0,482.0,64.94,68.55,64.03,73.37,0.0,3.0,123.0,2.44,3.78,2.58,5.45,1.0,25.0,248.0,10.08,10.82,8.03,14.81,1.0,0.97,2076.0
<<<<<<< HEAD
20,197317,1678,1142,71351,3182538978.0,3,1.0,1.0,1.0,1.0,1.0,1.0,749167200.0,4.0,100.0,77.6,90.0,90.4,94.3,86.4,87.1,20.8,17.7,0.0,90.3,0.4,100.0,64.0,107.0,59.81,66.73,56.15,76.75,1.0,1.0,31.0,3.23,3.89,2.64,5.75,1.0,13.0,70.0,18.57,13.83,9.04,20.53,1.0,0.95,652.0
=======
20,197317,1678,1142,71351,3182538978.0,3,1.0,1.0,1.0,1.0,1.0,1.0,749163600.0,4.0,100.0,77.6,90.0,90.4,94.3,86.4,87.1,20.8,17.7,0.0,90.3,0.4,100.0,64.0,107.0,59.81,66.73,56.15,76.75,1.0,1.0,31.0,3.23,3.89,2.64,5.75,1.0,13.0,70.0,18.57,13.83,9.04,20.53,1.0,0.95,652.0
>>>>>>> main
20,197334,15,1143,71019,3189324442.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1069365600.0,4.5,99.7,72.5,89.7,89.6,91.2,93.6,87.3,14.2,11.4,0.6,96.7,1.3,100.0,767.0,1124.0,68.24,71.96,69.22,74.75,0.0,3.0,344.0,0.87,3.06,2.16,4.45,1.0,80.0,639.0,12.52,12.71,10.58,15.24,0.0,1.04,3494.0
20,197401,3015,702,71373,3183369030.0,1,1.0,1.0,0.0,0.0,0.0,1.0,987973200.0,2.5,98.1,57.8,82.9,82.2,71.5,56.3,72.1,16.2,19.4,0.0,98.9,0.4,100.0,82.0,165.0,49.7,55.57,48.09,62.23,0.0,0.0,31.0,0.0,3.7,2.51,5.48,1.0,18.0,97.0,18.56,13.89,9.72,19.84,1.0,1.19,506.0
20,197402,3016,1104,71055,3188692655.0,3,1.0,1.0,1.0,1.0,1.0,1.0,987368400.0,3.0,96.4,59.2,82.4,73.6,75.8,78.2,84.8,10.0,8.2,0.8,93.3,2.5,89.1,60.0,110.0,54.55,54.96,45.84,62.9,0.0,2.0,31.0,6.45,4.08,2.69,5.81,1.0,5.0,48.0,10.42,12.07,6.9,21.53,1.0,0.96,817.0
20,197403,3017,1144,70380,9853843478.0,3,1.0,1.0,1.0,1.0,1.0,1.0,987714000.0,4.5,99.7,51.6,90.2,91.0,93.7,94.3,88.7,15.1,18.9,1.8,91.3,1.6,100.0,115.0,153.0,75.16,80.22,72.76,86.96,1.0,2.0,72.0,2.78,3.88,2.48,5.57,1.0,14.0,102.0,13.73,12.1,8.19,17.69,1.0,0.99,547.0
20,197413,3018,1140,71446,3372380506.0,3,1.0,1.0,0.0,1.0,0.0,1.0,994626000.0,5.0,99.7,49.6,97.8,100.0,97.2,92.6,98.4,10.4,18.7,0.7,98.4,0.3,97.4,133.0,293.0,45.39,49.6,44.0,55.94,0.0,6.0,78.0,7.69,4.26,2.92,6.29,1.0,35.0,162.0,21.6,17.19,13.39,22.08,0.0,1.06,1384.0
20,197417,1678,1102,70403,9855490865.0,3,1.0,1.0,1.0,1.0,1.0,1.0,999378000.0,4.5,99.8,64.1,92.3,92.0,93.6,86.1,89.8,11.5,21.8,0.3,90.3,0.6,98.9,156.0,247.0,63.16,73.34,67.42,80.22,1.0,0.0,84.0,0.0,3.34,2.31,4.51,1.0,17.0,140.0,12.14,9.48,6.44,13.24,1.0,0.95,899.0
20,197419,3019,1120,71322,3188382178.0,3,1.0,1.0,1.0,1.0,1.0,1.0,999982800.0,3.0,98.7,84.0,82.2,78.3,82.9,74.6,80.3,13.6,11.7,0.2,94.5,0.7,98.9,256.0,353.0,72.52,78.72,73.82,83.65,1.0,6.0,108.0,5.56,4.25,2.87,6.2,1.0,31.0,218.0,14.22,13.35,9.98,17.51,1.0,1.06,956.0
20,197425,3020,1126,70809,2257668097.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1007330400.0,3.0,100.0,71.5,78.7,77.4,83.4,79.4,75.3,16.5,16.3,0.5,99.5,0.4,99.9,269.0,341.0,78.89,81.48,76.82,85.44,2.0,4.0,160.0,2.5,3.78,2.61,5.44,1.0,32.0,198.0,16.16,16.28,11.95,21.47,0.0,1.01,514.0
20,197426,3021,1145,71269,3183298292.0,3,1.0,1.0,1.0,1.0,0.0,1.0,1005084000.0,3.0,99.8,63.9,74.2,75.8,75.0,79.8,80.3,14.0,11.1,0.5,97.3,1.3,96.1,497.0,733.0,67.8,69.5,65.8,72.49,0.0,9.0,249.0,3.61,4.06,2.89,5.7,1.0,50.0,386.0,12.95,14.78,11.48,18.72,0.0,1.03,1941.0
20,197437,16,1126,70816,2257518201.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1012428000.0,4.0,100.0,58.8,88.2,89.8,89.2,83.9,85.3,13.1,14.5,0.1,98.2,1.1,97.0,1030.0,1305.0,78.93,85.97,83.34,88.33,2.0,15.0,558.0,2.69,3.37,2.51,4.47,1.0,74.0,714.0,10.36,9.82,8.02,11.73,1.0,0.98,2571.0
20,197443,16,1099,70607,3375623200.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1017867600.0,5.0,100.0,76.4,90.5,91.2,93.7,90.5,92.1,13.2,15.5,0.0,99.7,0.3,100.0,224.0,299.0,74.92,81.84,76.38,86.91,1.0,6.0,161.0,3.73,3.87,2.68,5.47,1.0,22.0,152.0,14.47,11.15,8.09,14.9,1.0,1.0,672.0
20,197444,3022,1126,70810,2254270825.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1018472400.0,1.5,98.4,44.3,57.4,53.7,58.5,45.0,39.7,12.6,10.3,1.5,94.5,0.9,74.8,81.0,134.0,60.45,68.25,58.92,76.31,0.0,1.0,40.0,2.5,3.83,2.63,5.71,1.0,11.0,126.0,8.73,8.88,5.76,12.93,1.0,1.35,338.0
20,197446,3023,694,71068,3182591410.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1020373200.0,2.0,98.8,63.5,66.1,69.0,66.5,58.6,65.7,13.3,14.0,1.1,94.5,1.1,99.0,547.0,956.0,57.22,60.58,57.31,63.92,0.0,11.0,278.0,3.96,4.17,2.92,5.66,1.0,96.0,485.0,19.79,18.33,15.48,21.43,0.0,0.95,3628.0
20,197447,3024,278,71001,3182632100.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1020891600.0,4.5,97.1,98.3,96.8,99.5,100.0,96.4,96.0,21.0,12.9,0.0,99.7,2.4,99.7,126.0,178.0,70.79,71.42,64.42,77.53,1.0,2.0,42.0,4.76,4.02,2.68,5.88,1.0,17.0,106.0,16.04,15.89,10.95,24.31,0.0,1.01,857.0
20,197451,3025,1146,71343,3183396020.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1022792400.0,3.0,96.8,86.4,83.2,79.5,82.7,49.7,88.4,14.8,11.6,0.0,99.5,0.9,99.5,85.0,166.0,51.2,54.52,46.61,62.29,0.0,1.0,26.0,3.85,3.92,2.62,5.65,1.0,7.0,89.0,7.87,9.58,6.22,15.3,1.0,0.93,926.0
20,197454,3026,408,70508,3372359741.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1039816800.0,2.5,94.7,62.8,74.4,78.5,77.0,81.1,71.9,14.9,15.8,0.5,83.2,0.9,98.1,371.0,479.0,77.45,78.76,74.88,82.18,1.0,9.0,243.0,3.7,4.09,2.91,5.75,1.0,20.0,211.0,9.48,10.63,7.52,14.74,1.0,1.07,727.0
20,197455,3027,1126,70816,2252754325.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1023656400.0,3.399797,95.42778,72.95275,81.635025,83.341354,84.2992,82.72554,78.873535,14.116367,12.275072,0.35948724,94.06482,1.0173854,98.26478,622.7568,810.90906,74.34519,79.75708,74.73968,84.16366,2.0,14.473162393162394,372.3617,3.9414222,3.9122329,2.8095078,5.4242687,1.0,42.839214,423.3711,10.510057,10.254557,7.4087863,14.128526,1.0,0.9919604,1306.9629
20,197458,3028,1101,71301,3184426435.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1024779600.0,3.5,99.8,39.1,85.0,83.9,92.5,88.2,83.2,18.2,9.3,0.0,96.9,0.7,98.9,518.0,695.0,74.53,76.97,73.59,79.95,1.0,11.0,270.0,4.07,4.2,2.96,5.78,1.0,65.0,433.0,15.01,16.89,13.54,20.82,0.0,1.05,1704.0
20,197462,3029,1147,70535,3375500002.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1025902800.0,5.0,100.0,63.5,90.7,96.3,91.4,90.0,95.2,9.2,15.8,0.5,99.3,0.5,99.8,215.0,258.0,83.33,86.11,81.68,90.74,2.0,3.0,101.0,2.97,3.86,2.62,5.55,1.0,10.0,143.0,6.99,8.77,5.75,13.35,1.0,1.02,755.0
20,197470,15,1102,70403,9854299040.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1031864400.0,4.5,99.6,66.0,92.5,97.0,99.1,95.9,88.8,16.2,13.2,0.0,72.1,0.0,100.0,140.0,196.0,71.43,76.82,69.87,83.05,1.0,1.0,76.0,1.32,3.65,2.5,5.1,1.0,23.0,102.0,22.55,17.2,11.74,23.2,0.0,1.08,920.0
20,197476,3030,1127,70360,9855802273.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1033678800.0,3.5,99.7,70.6,87.2,86.1,87.7,80.9,83.2,13.3,16.2,0.1,98.7,1.4,99.2,681.0,959.0,71.01,74.67,71.65,77.79,1.0,12.0,406.0,2.96,3.69,2.71,5.1,1.0,73.0,502.0,14.54,14.67,12.15,18.28,0.0,1.0,2586.0
20,197478,3031,1100,71457,3183571990.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1033333200.0,3.0,90.5,49.3,89.2,81.4,87.2,78.6,85.1,15.8,20.5,0.0,88.8,0.9,99.1,180.0,255.0,70.59,74.81,69.07,80.0,1.0,3.0,88.0,3.41,3.93,2.73,5.55,1.0,19.0,147.0,12.93,12.85,8.84,17.9,1.0,0.96,626.0
20,197485,3032,1130,70301,9852620445.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1034197200.0,3.5,100.0,89.6,79.9,83.1,82.1,82.6,78.3,14.2,10.2,0.5,98.9,0.4,98.8,271.0,329.0,82.37,86.09,81.65,90.12,2.0,3.0,122.0,2.46,3.77,2.65,5.17,1.0,22.0,172.0,12.79,13.3,9.16,18.3,1.0,0.96,679.0
20,197491,3033,1114,71201,3183237097.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1035666000.0,3.0,96.1,71.6,80.2,83.6,83.8,78.4,81.7,10.5,14.1,0.5,100.0,2.1,96.6,181.0,258.0,70.16,71.09,65.59,75.72,0.0,2.0,63.0,3.17,3.94,2.67,5.63,1.0,12.0,151.0,7.95,9.41,6.14,13.42,1.0,1.06,812.0
20,197498,3034,1148,70062,5043052257.0,3,1.0,1.0,1.0,0.0,1.0,1.0,1039644000.0,3.399797,95.42778,72.95275,81.635025,83.341354,84.2992,82.72554,78.873535,14.116367,12.275072,0.35948724,94.06482,1.0173854,98.26478,622.7568,810.90906,74.34519,79.75708,74.73968,84.16366,2.0,14.473162393162394,372.3617,3.9414222,3.9122329,2.8095078,5.4242687,1.0,42.839214,423.3711,10.510057,10.254557,7.4087863,14.128526,1.0,0.9919604,1306.9629
20,197504,2910,1101,71303,3184452846.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1041717600.0,4.5,99.8,51.3,89.3,93.9,93.5,91.8,93.0,13.3,12.9,0.0,95.1,2.0,100.0,264.0,394.0,67.01,72.71,67.64,77.1,1.0,8.0,167.0,4.79,4.15,2.98,5.76,1.0,29.0,224.0,12.95,11.63,8.46,15.57,1.0,0.93,784.0
20,197517,3035,1101,71303,3185617778.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1045346400.0,2.0,97.5,79.3,71.2,68.8,73.4,62.2,68.3,14.4,14.2,0.3,92.6,0.7,99.1,81.0,101.0,80.2,86.81,76.75,94.0,2.0,3.0,53.0,5.66,4.01,2.75,5.79,1.0,9.0,72.0,12.5,10.74,7.12,16.32,1.0,0.99,349.0
20,197520,3036,1149,70648,3377861638.0,2,1.0,1.0,1.0,1.0,1.0,1.0,1046469600.0,5.0,99.6,97.2,100.0,90.9,100.0,93.6,100.0,15.6,14.8,0.0,99.6,1.5,100.0,70.0,146.0,47.95,54.41,45.84,61.96,0.0,2.0,48.0,4.17,3.95,2.7,5.69,1.0,24.0,92.0,26.09,16.45,11.66,22.47,0.0,1.03,980.0
20,197545,3037,1136,70123,5047360803.0,1,1.0,1.0,1.0,1.0,0.0,1.0,1049576400.0,4.0,98.9,75.0,94.0,98.5,94.1,75.9,84.6,19.1,18.0,0.0,100.0,5.7,100.0,54.0,80.0,67.5,74.57,63.51,84.4,1.0,2.0,44.0,4.55,3.96,2.72,5.8,1.0,8.0,45.0,17.78,11.83,7.59,17.69,1.0,0.99,535.0
20,197549,3038,1139,70068,9856528092.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1051390800.0,4.0,97.6,83.5,92.0,86.6,94.1,87.8,91.5,12.6,15.0,0.1,98.3,0.8,99.3,254.0,400.0,63.5,69.42,64.29,73.83,0.0,3.0,119.0,2.52,3.6,2.6,5.02,1.0,40.0,250.0,16.0,13.49,10.47,17.23,0.0,0.96,1611.0
20,197550,3039,1112,71291,3185162270.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1053032400.0,3.5,97.8,70.5,82.4,89.8,88.6,82.0,83.0,9.2,10.3,0.0,100.0,3.0,94.4,86.0,170.0,50.59,55.74,48.05,63.38,0.0,0.0,56.0,0.0,3.64,2.45,5.58,1.0,17.0,105.0,16.19,14.7,9.78,20.21,1.0,1.05,1115.0
20,197555,165,1124,70454,5045133125.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1055106000.0,4.5,99.3,86.5,90.6,92.7,90.5,88.8,87.3,12.5,14.9,0.0,98.2,0.1,99.3,500.0,678.0,73.75,81.6,77.89,84.6,2.0,14.0,330.0,4.24,4.04,2.93,5.6,1.0,41.0,355.0,11.55,9.84,7.88,12.29,1.0,0.96,1171.0
20,197558,3040,1134,70001,5048350934.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1054328400.0,3.5,100.0,87.6,76.3,82.5,82.6,93.2,82.3,13.4,11.7,0.6,99.4,0.3,100.0,350.0,402.0,87.06,86.76,83.56,89.73,2.0,4.0,127.0,3.15,3.87,2.66,5.48,1.0,8.0,210.0,3.81,7.15,4.35,10.54,1.0,0.94,440.0
20,197566,1678,1134,70006,5044693849.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1056142800.0,4.0,99.1,77.6,89.9,89.2,93.7,88.0,89.3,14.5,10.2,0.0,97.4,0.5,99.1,121.0,189.0,64.02,71.62,64.55,77.64,1.0,6.0,71.0,8.45,4.33,2.93,5.95,1.0,22.0,114.0,19.3,14.62,9.95,19.98,1.0,1.06,389.0
20,197579,111,1110,70570,3375460997.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1057957200.0,3.5,100.0,81.3,81.8,84.9,92.0,71.1,88.9,23.4,15.8,1.3,100.0,0.0,99.0,44.0,72.0,61.11,70.91,59.35,81.4,1.0,0.0,23.0,0.0,3.74,2.55,5.49,1.0,7.0,28.0,25.0,13.41,8.15,20.67,1.0,0.96,526.0
20,197585,3041,1127,70360,9858737000.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1059771600.0,3.0,90.9,46.8,80.0,80.1,85.6,78.1,77.3,9.8,14.8,0.0,98.1,2.9,100.0,125.0,176.0,71.02,75.43,68.01,82.14,1.0,2.0,52.0,3.85,3.9,2.85,5.61,1.0,17.0,99.0,17.17,14.61,10.21,21.37,0.0,1.04,473.0
