State,CMS Certification Number (CCN),Provider Name,City/Town,ZIP Code,Telephone Number,Type of Ownership,Offers Nursing Care Services,Offers Physical Therapy Services,Offers Occupational Therapy Services,Offers Speech Pathology Services,Offers Medical Social Services,Offers Home Health Aide Services,Certification Date,Quality of patient care star rating,How often the home health team began their patients' care in a timely manner,How often the home health team determined whether patients received a flu shot for the current flu season,How often patients got better at walking or moving around,How often patients got better at getting in and out of bed,How often patients got better at bathing,How often patients' breathing improved,How often patients got better at taking their drugs correctly by mouth,How often home health patients had to be admitted to the hospital,"How often patients receiving home health care needed urgent, unplanned care in the ER without being admitted",Changes in skin integrity post-acute care: pressure ulcer/injury,How often physician-recommended actions to address medication issues were completely timely,Percent of Residents Experiencing One or More Falls with Major Injury,Application of Percent of Long Term Care Hospital Patients with an Admission and Discharge Functional Assessment and a Care Plan that Addresses Function,DTC Numerator,DTC Denominator,DTC Observed Rate,DTC Risk-Standardized Rate,DTC Risk-Standardized Rate (Lower Limit),DTC Risk-Standardized Rate (Upper Limit),DTC Performance Categorization,PPR Numerator,PPR Denominator,PPR Observed Rate,PPR Risk-Standardized Rate,PPR Risk-Standardized Rate (Lower Limit),PPR Risk-Standardized Rate (Upper Limit),PPR Performance Categorization,PPH Numerator,PPH Denominator,PPH Observed Rate,PPH Risk-Standardized Rate,PPH Risk-Standardized Rate (Lower Limit),PPH Risk-Standardized Rate (Upper Limit),PPH Performance Categorization,"How much Medicare spends on an episode of care at this agency, compared to Medicare spending across all agencies nationally","No. of episodes to calc how much Medicare spends per episode of care at agency, compared to spending at all agencies (national)"
21,227557,3134,1207,1879,9787352745,3,Yes,Yes,Yes,Yes,Yes,Yes,1663794000.0,-,100.0,46.3,-,-,-,-,-,-,-,-,96.9,4.8,96.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21,227559,3135,1015,1843,9787941158,3,Yes,Yes,Yes,Yes,Yes,Yes,1665003600.0,1.0,61.3,37.4,42.3,38.5,26.5,33.7,55.1,-,-,1.3,34.1,0.7,100.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21,227563,3136,1172,1604,5083869761,3,Yes,Yes,Yes,Yes,Yes,Yes,1682283600.0,1.5,88.7,31.5,53.1,50.8,48.2,45.4,52.1,12.5,14.1,0.0,93.3,0.3,90.8,68,97,70.10,77.05,68.10,86.36,Same As National Rate,1,43,2.33,3.76,2.63,5.39,Same As National Rate,4,56,7.14,8.69,5.29,13.62,Same As National Rate,0.80,142
21,227567,3137,1161,1453,9785372273,3,Yes,Yes,Yes,Yes,Yes,Yes,1696194000.0,3.5,99.0,78.6,87.4,88.3,80.0,83.1,74.2,9.4,10.5,0.0,96.4,1.6,100.0,55,130,42.31,48.55,39.50,57.55,Worse Than National Rate,1,27,3.70,3.90,2.70,5.99,Same As National Rate,10,68,14.71,12.22,7.94,18.46,Same As National Rate,1.07,270
21,227569,3138,296,2169,6174819077,3,Yes,Yes,Yes,Yes,Yes,Yes,1690664400.0,3.0,98.4,72.6,80.6,78.7,81.3,86.1,77.5,16.8,10.7,0.1,98.0,0.2,99.6,"2,779","4,135",67.21,72.81,71.21,74.29,Worse Than National Rate,67,"1,909",3.51,3.87,3.16,4.71,Same As National Rate,266,"2,205",12.06,11.51,10.13,12.79,Worse Than National Rate,0.95,"5,540"
21,227570,14,1208,2347,7749927068,3,Yes,Yes,Yes,Yes,Yes,Yes,1686776400.0,2.5,95.7,55.6,75.7,79.7,75.0,70.4,73.6,12.3,8.4,0.0,97.2,0.9,98.4,814,"1,090",74.68,77.51,75.13,79.93,Same As National Rate,18,523,3.44,4.28,3.11,5.84,Same As National Rate,48,490,9.80,11.27,9.01,14.35,Same As National Rate,0.90,"1,398"
21,227573,3139,1172,1609,5087577878,3,Yes,Yes,Yes,Yes,Yes,Yes,1691960400.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21,227574,3140,1209,1550,5088731763,3,Yes,Yes,Yes,Yes,Yes,Yes,1693774800.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21,227576,155,513,1887,7812722526,3,Yes,Yes,Yes,Yes,Yes,Yes,1692910800.0,3.0,93.2,71.5,90.9,88.8,89.5,82.8,74.8,18.4,10.4,0.2,97.5,2.8,98.3,793,"1,054",75.24,82.31,79.34,85.04,Better Than National Rate,14,305,4.59,4.16,3.00,5.60,Same As National Rate,89,655,13.59,12.51,10.50,15.16,Worse Than National Rate,1.13,"1,381"
21,227578,3141,1160,2301,8572024000,3,Yes,Yes,Yes,Yes,Yes,Yes,1707429600.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21,227579,3142,1210,2180,9784574273,3,Yes,Yes,Yes,Yes,Yes,Yes,1692824400.0,-,93.9,86.2,-,-,-,-,-,-,-,-,93.9,0.0,100.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21,227581,3143,1211,1089,8603344835,3,Yes,Yes,Yes,Yes,Yes,Yes,1706306400.0,-,98.9,90.1,-,-,-,-,-,-,-,-,97.7,0.0,100.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21,227584,2775,1163,1040,4135921762,3,Yes,Yes,Yes,Yes,Yes,Yes,1707343200.0,4.5,99.7,75.9,96.4,93.3,96.1,92.4,98.7,16.4,13.7,0.1,97.4,1.3,100.0,"1,979","2,539",77.94,84.56,82.82,86.25,Better Than National Rate,39,753,5.18,4.79,3.74,6.07,Same As National Rate,169,"1,409",11.99,11.70,10.20,13.36,Worse Than National Rate,1.11,"3,694"
21,227586,3144,1017,2458,6176581888,3,Yes,Yes,Yes,Yes,Yes,Yes,1697490000.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21,227588,3145,1195,1581,5088731358,3,Yes,Yes,Yes,Yes,Yes,Yes,1715288400.0,-,69.0,23.8,-,-,-,-,-,-,-,-,96.6,0.0,100.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21,227590,3146,1015,1843,9786885000,3,Yes,Yes,Yes,Yes,Yes,Yes,1721422800.0,-,97.1,29.6,-,-,-,-,-,-,-,-,94.1,0.0,100.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21,227593,3147,1212,2122,6179292102,3,Yes,Yes,Yes,Yes,Yes,Yes,1709503200.0,1.5,82.9,67.0,69.2,64.4,71.2,65.4,56.5,19.6,7.7,1.9,87.1,1.2,99.6,104,294,35.37,38.00,32.76,43.65,Worse Than National Rate,3,37,8.11,4.14,2.89,5.86,Same As National Rate,12,243,4.94,7.41,5.01,11.06,Same As National Rate,0.91,200
21,227595,3148,1213,1845,9787255505,3,Yes,Yes,Yes,Yes,Yes,Yes,1725829200.0,3.5,97.6,63.0,86.1,87.1,88.2,81.0,83.2,17.4,8.3,0.6,92.6,0.0,100.0,417,705,59.15,69.90,65.64,73.99,Worse Than National Rate,22,355,6.20,4.43,3.24,5.94,Same As National Rate,59,379,15.57,10.81,8.82,13.45,Same As National Rate,1.00,940
21,227602,3149,490,1757,5082441530,3,Yes,Yes,Yes,Yes,Yes,Yes,1745614800.0,2.5,95.8,69.9,75.7,81.1,77.6,77.4,62.6,14.2,6.4,0.0,97.2,0.9,62.8,156,197,79.19,80.59,74.42,85.64,Same As National Rate,5,108,4.63,4.15,2.94,5.99,Same As National Rate,13,124,10.48,11.80,7.65,17.60,Same As National Rate,0.84,392
21,227604,3150,1214,1013,4135920101,3,Yes,Yes,Yes,Yes,Yes,Yes,1742508000.0,1.0,88.3,49.6,40.2,29.0,35.5,48.1,31.5,-,-,2.2,98.1,3.7,99.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21,227605,3151,1215,2343,9789301493,3,Yes,Yes,Yes,Yes,Yes,Yes,1734732000.0,1.0,71.1,1.1,49.4,38.8,40.1,34.2,13.0,-,-,0.0,93.3,1.3,100.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21,227610,3152,1216,2368,7813255501,3,Yes,Yes,Yes,Yes,Yes,Yes,1745010000.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21,227611,27,1217,1056,4136102324,3,Yes,Yes,Yes,Yes,Yes,Yes,1742421600.0,3.5,97.9,74.9,83.6,84.6,84.7,82.2,86.4,15.4,14.7,0.3,98.2,1.7,99.5,"2,764","3,360",82.26,83.85,82.40,85.14,Better Than National Rate,35,"1,377",2.54,3.60,2.78,4.55,Same As National Rate,200,"1,646",12.15,13.74,12.11,15.66,Worse Than National Rate,1.06,"5,158"
21,227612,3153,1196,1960,7816545544,3,Yes,Yes,Yes,Yes,Yes,Yes,1737496800.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21,227614,3154,454,1013,9783598426,3,Yes,Yes,Yes,Yes,Yes,Yes,1735509600.0,-,84.0,28.0,-,-,-,-,-,-,-,-,61.5,0.0,100.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21,227615,3155,1175,2081,7752471221,3,Yes,Yes,Yes,Yes,Yes,Yes,1751576400.0,-,100.0,79.4,-,-,-,-,-,-,-,-,95.2,0.0,100.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21,227617,3156,1202,1801,5082972022,3,Yes,Yes,Yes,Yes,Yes,Yes,1753909200.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21,227620,3157,1218,1886,9785492008,3,Yes,Yes,No,No,No,No,1755723600.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21,227625,3158,1219,1824,9786771272,3,Yes,Yes,No,No,No,No,1756674000.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21,227631,3159,1220,1826,9787702023,3,Yes,Yes,No,No,No,No,1751662800.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21,227635,3160,1163,1040,4134553405,1,Yes,Yes,Yes,Yes,Yes,No,1766872800.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21,227639,3161,331,1720,7812817485,3,Yes,Yes,Yes,Yes,No,Yes,1771711200.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1
21,227655,3162,1015,1840,9782371572,3,Yes,Yes,No,No,No,No,1763762400.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21,227661,3163,1172,1608,5084104367,3,Yes,Yes,No,No,No,No,1772920800.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21,227666,3164,490,1757,9783526640,3,Yes,Yes,Yes,Yes,Yes,Yes,1784754000.0,4.5,100.0,85.0,91.8,91.5,92.6,92.7,94.9,17.4,12.8,0.3,99.8,1.0,100.0,"1,470","1,839",79.93,87.58,85.55,89.42,Better Than National Rate,41,"1,050",3.90,3.88,3.06,5.01,Same As National Rate,146,"1,123",13.00,11.64,10.12,13.50,Worse Than National Rate,1.11,"2,478"
21,227670,3165,1160,2301,5088970800,2,Yes,No,No,Yes,Yes,Yes,1782334800.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21,227672,3166,296,2169,6178663881,3,Yes,Yes,No,No,No,Yes,1788469200.0,4.5,95.6,95.2,87.8,100.0,90.8,94.1,89.8,13.8,7.7,1.5,98.9,1.2,91.0,144,407,35.38,40.67,36.14,46.21,Worse Than National Rate,8,113,7.08,4.56,3.20,6.96,Same As National Rate,35,270,12.96,11.38,8.64,14.55,Same As National Rate,0.99,720
21,227674,3167,1172,1609,5087363661,3,Yes,Yes,Yes,Yes,Yes,Yes,1778706000.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21,227676,3168,1219,1824,9787281266,3,Yes,Yes,No,No,No,No,1777755600.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21,227681,3169,1219,1824,9782580917,3,Yes,Yes,Yes,Yes,Yes,Yes,1789851600.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21,227682,3170,1221,1852,6177538000,3,Yes,Yes,No,No,No,No,1790197200.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21,227683,3171,1222,2119,6176510707,3,Yes,No,No,No,No,Yes,1787950800.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21,227685,3172,1223,1030,4138967776,3,Yes,Yes,Yes,Yes,Yes,Yes,1791061200.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21,227690,3173,1224,1950,9789043059,2,Yes,Yes,Yes,Yes,Yes,Yes,1798322400.0,3.0,93.8,91.7,82.5,82.6,84.4,83.6,81.0,10.2,18.8,0.7,96.4,2.6,99.5,188,247,76.11,82.69,76.85,87.99,Better Than National Rate,7,115,6.09,4.26,3.04,6.01,Same As National Rate,15,139,10.79,10.61,7.54,15.35,Same As National Rate,1.06,371
21,227693,3174,1225,1906,7815589555,3,Yes,Yes,Yes,Yes,Yes,Yes,1797717600.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21,227694,3175,1187,2122,6178885875,3,Yes,No,Yes,No,Yes,Yes,1810155600.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21,227695,3176,1213,1845,2403467488,3,Yes,Yes,Yes,Yes,Yes,Yes,1808600400.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21,227696,3177,1226,2155,7813913500,3,Yes,Yes,No,No,Yes,Yes,1806613200.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21,227697,3178,1172,1608,5088265387,3,Yes,Yes,Yes,Yes,Yes,Yes,1773871200.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21,227702,3179,1216,2368,6178204185,3,Yes,No,No,No,No,Yes,1813784400.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21,227704,3180,1172,1603,5086140788,3,Yes,Yes,Yes,Yes,Yes,Yes,1823461200.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21,227706,3181,1227,1520,7743454252,3,Yes,Yes,Yes,Yes,Yes,Yes,1818104400.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21,227707,3182,1228,1028,4132242651,3,Yes,No,No,No,No,Yes,1818968400.0,2.5,95.1,44.6,86.1,86.4,82.8,69.0,75.0,17.5,9.8,0.2,94.7,0.0,99.1,339,504,67.26,76.41,71.77,81.04,Same As National Rate,21,277,7.58,4.71,3.49,6.28,Same As National Rate,45,320,14.06,10.64,8.20,13.37,Same As National Rate,1.08,638
21,227708,3183,1172,1608,5087360701,3,Yes,Yes,Yes,Yes,Yes,Yes,1800050400.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21,227709,3184,1216,2368,6174354633,3,Yes,Yes,Yes,Yes,Yes,Yes,1831068000.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21,227714,3185,1077,2420,7816673220,3,Yes,Yes,Yes,Yes,Yes,Yes,1827784800.0,3.5,96.4,88.7,98.7,85.1,85.7,83.0,82.0,16.6,11.4,0.0,97.4,0.4,100.0,108,174,62.07,67.25,59.79,74.30,Worse Than National Rate,2,70,2.86,3.80,2.61,5.49,Same As National Rate,19,113,16.81,13.47,9.67,18.86,Same As National Rate,1.13,360
21,227721,3186,1202,1801,9788863185,3,Yes,No,No,No,No,Yes,1851368400.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21,227724,3187,296,2169,8777710177,3,Yes,Yes,No,No,No,No,1850850000.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21,227726,3188,1229,2339,5083456313,3,Yes,No,No,No,No,Yes,1861308000.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21,227727,3189,1230,1701,5087886050,3,Yes,Yes,Yes,Yes,Yes,Yes,1861308000.0,3.5,100.0,92.2,80.2,87.1,84.8,79.3,87.2,18.5,9.6,0.0,100.0,1.4,100.0,102,142,71.83,75.88,68.69,82.78,Same As National Rate,3,31,9.68,4.20,2.86,6.09,Same As National Rate,14,107,13.08,12.10,7.70,17.27,Same As National Rate,1.11,241
21,227728,3190,1227,1520,5088291124,3,Yes,Yes,Yes,Yes,Yes,Yes,1863036000.0,3.0,99.5,80.3,86.3,86.1,85.5,80.6,76.3,20.8,7.6,0.0,99.5,1.6,98.4,154,191,80.63,89.26,81.63,94.49,Better Than National Rate,3,103,2.91,3.82,2.65,5.41,Same As National Rate,15,98,15.31,12.48,8.34,17.78,Same As National Rate,0.90,241
21,227729,3191,1183,1904,7813630058,3,Yes,Yes,Yes,Yes,Yes,Yes,1875646800.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21,227730,3192,1231,1420,9787903461,3,Yes,Yes,No,No,Yes,Yes,1877374800.0,1.5,94.0,39.3,65.6,68.5,74.4,53.2,57.9,27.0,13.9,0.0,96.0,0.0,100.0,40,76,52.63,58.70,46.41,69.55,Worse Than National Rate,1,26,3.85,3.85,2.52,5.61,Same As National Rate,8,43,18.60,12.50,7.47,18.80,Same As National Rate,1.00,94
21,227731,3193,1183,1901,7812156125,3,Yes,Yes,Yes,No,No,Yes,1866664800.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21,227734,3194,1160,2302,8573502875,3,Yes,Yes,Yes,Yes,No,Yes,1893276000.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21,227737,3195,982,2322,5085106963,3,Yes,Yes,Yes,No,Yes,Yes,1913230800.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21,227743,3196,296,2169,6172296161,3,Yes,No,No,No,No,Yes,1914267600.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21,227748,3197,1216,2368,7818857882,3,Yes,Yes,Yes,No,Yes,Yes,1931378400.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21,227749,3198,454,1103,4133017086,3,Yes,No,No,No,No,Yes,1939842000.0,-,82.2,8.6,-,-,-,-,60.4,-,-,0.0,34.8,0.0,100.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21,227750,3199,1172,1608,5088680199,3,Yes,Yes,No,No,No,No,1942952400.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21,227754,3200,1225,1906,9194306656,6,-,-,-,-,-,-,1942952400.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21,227755,3201,1160,2301,7742731852,6,-,-,-,-,-,-,1960840800.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21,227757,3202,1172,1610,5089268002,1,Yes,No,No,No,No,Yes,1967576400.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
21,227758,3203,454,1103,4134557995,3,Yes,Yes,-,-,-,Yes,1980882000.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
22,217008,3204,1232,21117,4105942600,3,Yes,Yes,Yes,Yes,Yes,Yes,204757200.0,4.5,98.2,66.7,92.7,92.8,91.6,98.5,91.7,12.9,9.9,0.0,95.5,0.9,99.9,"3,553","4,613",77.02,84.82,83.39,86.03,Better Than National Rate,80,"2,339",3.42,3.70,3.11,4.43,Same As National Rate,200,"1,886",10.60,9.50,8.47,10.78,Same As National Rate,1.02,"6,360"
22,217030,3205,1233,20901,3017544663,1,Yes,Yes,Yes,Yes,Yes,Yes,264373200.0,4.5,99.1,79.2,88.1,93.0,89.4,95.6,87.6,13.0,13.2,0.2,93.8,0.2,99.3,"1,047","1,346",77.79,83.74,81.11,86.22,Better Than National Rate,27,720,3.75,3.98,3.01,5.15,Same As National Rate,73,625,11.68,11.40,9.38,13.67,Same As National Rate,1.00,"1,674"
22,217031,3206,1234,21502,2409649100,5,Yes,Yes,Yes,Yes,Yes,Yes,299451600.0,3.0,72.2,65.1,85.0,87.0,84.5,90.1,79.2,12.5,13.4,0.7,91.8,1.1,100.0,"2,069","2,626",78.79,89.67,87.75,91.35,Better Than National Rate,71,"1,598",4.44,3.93,3.24,4.73,Same As National Rate,106,"1,292",8.20,6.74,5.75,7.91,Better Than National Rate,1.05,"2,615"
22,217032,3207,1233,20904,3015924400,1,Yes,Yes,Yes,Yes,Yes,Yes,441756000.0,4.5,99.6,84.9,86.4,90.9,88.9,97.8,82.1,12.2,12.0,0.2,99.4,0.4,99.8,"4,404","5,456",80.72,84.56,83.44,85.71,Better Than National Rate,78,"2,977",2.62,3.39,2.82,4.01,Same As National Rate,202,"2,470",8.18,9.02,8.00,10.03,Same As National Rate,0.99,"7,528"
22,217034,3208,1235,21701,2405663222,5,Yes,Yes,Yes,Yes,Yes,Yes,443311200.0,3.5,93.4,78.9,85.0,93.2,85.2,89.1,77.1,15.3,8.6,0.7,96.3,0.8,98.7,"1,993","2,486",80.17,85.33,83.74,87.03,Better Than National Rate,44,"1,449",3.04,3.37,2.75,4.17,Same As National Rate,124,"1,223",10.14,10.10,8.64,11.89,Same As National Rate,0.97,"2,841"
22,217036,3209,1236,21227,4103682825,3,Yes,Yes,Yes,Yes,Yes,Yes,474415200.0,3.5,97.1,78.2,83.9,90.7,87.7,85.7,82.9,13.5,16.2,0.0,95.2,0.0,100.0,155,246,63.01,72.73,65.28,79.22,Same As National Rate,7,119,5.88,4.09,2.87,5.86,Same As National Rate,14,124,11.29,8.96,6.24,12.65,Same As National Rate,1.14,505
22,217040,3210,1235,21704,2402154668,3,Yes,Yes,Yes,Yes,Yes,Yes,605656800.0,5.0,97.5,71.9,94.8,93.2,96.7,94.6,95.9,11.3,11.4,0.1,98.5,0.6,99.9,"3,186","3,990",79.85,87.82,86.20,89.20,Better Than National Rate,64,"1,708",3.75,3.92,3.17,4.73,Same As National Rate,206,"1,951",10.56,9.59,8.54,10.91,Same As National Rate,0.96,"5,403"
22,217045,3211,1237,21050,4104206412,3,Yes,Yes,Yes,Yes,Yes,Yes,626824800.0,4.5,100.0,73.5,89.3,93.2,90.1,88.4,89.3,15.1,9.8,0.0,99.7,0.9,99.9,"1,750","2,121",82.51,89.54,87.86,91.15,Better Than National Rate,34,"1,137",2.99,3.39,2.67,4.30,Same As National Rate,133,"1,181",11.26,10.33,8.99,11.95,Same As National Rate,1.00,"2,797"
22,217047,3212,1238,20774,7032259477,3,Yes,Yes,Yes,Yes,Yes,Yes,646606800.0,4.0,95.6,86.0,86.2,86.0,90.1,91.1,88.9,12.0,13.4,0.0,87.6,0.2,98.5,"1,193","1,709",69.81,79.81,77.52,82.33,Better Than National Rate,39,718,5.43,4.56,3.53,5.72,Same As National Rate,106,899,11.79,9.31,8.00,11.18,Same As National Rate,0.96,"2,198"
22,217048,16,329,21157,4107519904,3,Yes,Yes,Yes,Yes,Yes,Yes,643237200.0,5.0,99.9,87.0,92.3,95.2,94.8,95.7,92.9,13.6,12.1,0.0,99.5,0.8,98.1,"1,875","2,577",72.76,80.32,78.45,82.04,Better Than National Rate,27,"1,137",2.37,3.12,2.48,4.06,Same As National Rate,155,"1,469",10.55,9.50,8.38,11.01,Same As National Rate,1.01,"4,119"
22,217058,3213,1232,21117,4103218448,3,Yes,Yes,Yes,Yes,Yes,Yes,686091600.0,4.0,98.0,81.4,84.5,87.2,85.0,87.0,80.5,6.9,10.3,0.4,89.5,0.5,100.0,490,739,66.31,74.23,70.53,77.48,Same As National Rate,12,273,4.40,4.04,3.05,5.73,Same As National Rate,41,375,10.93,9.32,7.15,12.06,Same As National Rate,0.91,890
22,217066,1734,1239,21601,4108224020,3,Yes,Yes,Yes,Yes,Yes,Yes,700610400.0,4.5,98.5,67.8,91.9,91.2,92.2,95.4,93.1,12.2,14.5,0.3,97.5,0.7,99.9,"3,631","4,571",79.44,88.10,86.57,89.31,Better Than National Rate,84,"1,924",4.37,4.21,3.54,5.00,Same As National Rate,227,"2,344",9.68,8.60,7.60,9.56,Better Than National Rate,0.94,"6,232"
